,title,ROI,profit,prod_budget,dom_gross,world_gross,genres,director,writer,runtime_min,release_date
4784,the mighty,6021.582,6021582,100000,2652246,6121582,['None'],[nan],[nan],,1998-10-09
4785,the mighty ducks,407.52337,40752337,10000000,50752337,50752337,['None'],[nan],[nan],,1992-10-02
4786,the mighty macs,-72.97234285714286,-5108064,7000000,1891936,1891936,['None'],[nan],[nan],,2011-10-21
4787,the mirror has two faces,-1.7441214285714286,-732531,42000000,41267469,41267469,['None'],[nan],[nan],,1996-11-15
4788,the misfits,105.0,4200000,4000000,8200000,8200000,['None'],[nan],[nan],,1961-02-01
4789,the missing,-41.148564615384615,-26746567,65000000,26900336,38253433,['None'],[nan],[nan],,2003-11-26
4790,the missing person,-99.10520000000001,-1982104,2000000,17896,17896,['None'],[nan],[nan],,2009-11-20
4791,the mist,339.9185230769231,44189408,13000000,25593755,57189408,['None'],[nan],[nan],,2007-11-21
4792,the molly maguires,-80.0,-8800000,11000000,2200000,2200000,['None'],[nan],[nan],,1970-01-01
4793,the mongol king,-87.14285714285714,-6100,7000,900,900,['None'],[nan],[nan],,2004-12-31
4794,the monuments men,126.71821142857142,88702748,70000000,78031620,158702748,"['Comedy', 'Action', 'War', 'Drama', 'History']",['George Clooney'],"['George Clooney', 'Robert M. Edsel', 'Bret Witter', 'Grant Heslov']",118.0,2014-02-07
4795,the mortal instruments city of bones,26.609278333333336,15965567,60000000,31165421,75965567,"['Action', 'Adventure', 'Horror', 'Mystery', 'Fantasy', 'Romance', 'Drama']",['Harald Zwart'],"['Cassandra Clare', 'Jessica Postigo']",130.0,2013-08-21
4796,the motel,-79.384,-198460,250000,51540,51540,['None'],[nan],[nan],,2006-06-28
4797,the mothman prophecies,34.3775119047619,14438555,42000000,35228696,56438555,['None'],[nan],[nan],,2002-01-25
4798,the mudge boy,-92.182,-737456,800000,62544,62544,['None'],[nan],[nan],,2004-05-07
4799,the mule,241.715352,120857676,50000000,103804407,170857676,"['Drama', 'Crime', 'Thriller']",['Clint Eastwood'],"['Nick Schenk', 'Sam Dolnick']",116.0,2018-12-14
4800,the mummy,110.23277179487178,214953905,195000000,80101125,409953905,"['None', 'Action', 'Thriller', 'Adventure', 'Horror', 'Fantasy']","[nan, 'Alex Kurtzman']","['Dylan Kussman', nan, 'Alex Kurtzman', 'Christopher McQuarrie', 'David Koepp', 'Jon Spaihts', 'Jenny Lumet']",110.0,2017-06-09
4801,the mummy returns,343.91877040816325,337040395,98000000,202007640,435040395,['None'],[nan],[nan],,2001-05-04
4802,the mummy tomb of the dragon emperor,131.8629857142857,230760225,175000000,102491776,405760225,['None'],[nan],[nan],,2008-08-01
4803,the muppet christmas carol,129.10765,15492918,12000000,27281507,27492918,['None'],[nan],[nan],,1992-12-11
4804,the muppet movie,858.2125,68657000,8000000,76657000,76657000,['None'],[nan],[nan],,1979-06-22
4805,the muppets,257.7153822222222,115971922,45000000,88625922,160971922,"['Comedy', 'Music', 'Family', 'Adventure']",['James Bobin'],"['Nicholas Stoller', 'Jason Segel', 'Jim Henson']",103.0,2011-11-23
4806,the muse,-22.566973333333333,-3385046,15000000,11614954,11614954,['None'],[nan],[nan],,1999-08-27
4807,the musketeer,-32.3654625,-12946185,40000000,27053815,27053815,['None'],[nan],[nan],,2001-09-07
4808,the naked gun 2â½ the smell of fear,277.9583086956522,63930411,23000000,86930411,86930411,['None'],[nan],[nan],,1991-06-28
4809,the namesake,138.6914588235294,11788774,8500000,13610521,20288774,['None'],[nan],[nan],,2007-03-09
4810,the nativity story,32.31326857142857,11309644,35000000,37629831,46309644,['None'],[nan],[nan],,2006-12-01
4811,the negotiator,-1.788468,-894234,50000000,44705766,49105766,['None'],[nan],[nan],,1998-07-29
4812,the neon demon,-52.53596,-3940197,7500000,1333124,3559803,"['None', 'Horror', 'Thriller']",['Nicolas Winding Refn'],"['Mary Laws', 'Nicolas Winding Refn', 'Polly Stenham']",117.0,2016-06-24
4813,the net,402.3715136363636,88521733,22000000,50621733,110521733,['None'],[nan],[nan],,1995-07-28
4814,the new guy,122.86297692307693,15972187,13000000,28972187,28972187,['None'],[nan],[nan],,2002-05-10
4815,the new world,-12.718666666666667,-3815600,30000000,12712093,26184400,['None'],[nan],[nan],,2005-12-25
4816,the newton boys,-61.69965555555555,-16658907,27000000,10341093,10341093,['None'],[nan],[nan],,1998-03-27
4817,the next best thing,-2.576952,-644238,25000000,14983572,24355762,['None'],[nan],[nan],,2000-03-03
4818,the next three days,124.18638666666666,37255916,30000000,21148651,67255916,"['Action', 'Thriller', 'Crime', 'Romance', 'Drama']",['Paul Haggis'],"['Fred Cavayé', 'Paul Haggis', 'Guillaume Lemans']",133.0,2010-11-19
4819,the nice guys,19.193494,9596747,50000000,36261763,59596747,"['Comedy', 'Crime', 'Action', 'Mystery']",['Shane Black'],"['Shane Black', 'Anthony Bagarozzi']",116.0,2016-05-20
4820,the night before,109.70938400000001,27427346,25000000,43035725,52427346,"['Comedy', 'Adventure', 'Fantasy']",['Jonathan Levine'],"['Kyle Hunter', 'Evan Goldberg', 'Jonathan Levine', 'Ariel Shaffir']",101.0,2015-11-20
4821,the night listener,169.274825,6770993,4000000,7836393,10770993,['None'],[nan],[nan],,2006-08-04
4822,the night visitor,-100.0,-100000,100000,0,0,['None'],[nan],[nan],,2015-11-10
4823,the ninth gate,53.669231578947375,20394308,38000000,18653746,58394308,['None'],[nan],[nan],,2000-03-10
4824,the notebook,286.7500766666667,86025023,30000000,81001787,116025023,['None'],[nan],[nan],,2004-06-25
4825,the november man,132.13556666666665,19820335,15000000,25018119,34820335,"['Crime', 'Thriller', 'Action']",['Roger Donaldson'],"['Michael Finch', 'Karl Gajdusek', 'Bill Granger']",108.0,2014-08-27
4826,the number 23,142.478646875,45593167,32000000,35193167,77593167,['None'],[nan],[nan],,2007-02-23
4827,the nun s story,265.7142857142857,9300000,3500000,12800000,12800000,['None'],[nan],[nan],,1959-07-18
4828,the nut job,308.43322,92529966,30000000,64251538,122529966,"['Comedy', 'Animation', 'Family', 'Adventure']",['Peter Lepeniotis'],"['Daniel Woo', 'Peter Lepeniotis', 'Robert Reece', 'Lorne Cameron']",85.0,2014-01-17
4829,the nut job 2 nutty by nature,43.5959725,17438389,40000000,28370522,57438389,"['Comedy', 'Animation', 'Family', 'Adventure']",['Cal Brunker'],"['Bob Barlen', 'Cal Brunker', 'Scott Bindley', 'Peter Lepeniotis']",91.0,2017-08-11
4830,the nutcracker,-88.84213684210526,-16880006,19000000,2119994,2119994,['None'],[nan],[nan],,1993-11-24
4831,the nutcracker and the four realms,28.1368690744921,37393899,132900000,54858851,170293899,"['Adventure', 'Family', 'Fantasy']","['Joe Johnston', 'Lasse Hallström']","['Marius Petipa', 'E.T.A. Hoffmann', 'Ashleigh Powell']",99.0,2018-11-02
4832,the nutcracker in 3d,-77.25998222222222,-69533984,90000000,195459,20466016,"['Music', 'Family', 'Fantasy', 'Action']",['Andrey Konchalovskiy'],"['Andrey Konchalovskiy', 'Chris Solimine']",110.0,2010-11-24
4833,the nutty professor,397.8436709090909,218814019,55000000,128814019,273814019,['None'],[nan],[nan],,1996-06-28
4834,the object of my affection,94.30616,14145924,15000000,29145924,29145924,['None'],[nan],[nan],,1998-04-17
4835,the odd life of timothy green,38.1228975,15249159,40000000,51853450,55249159,"['Drama', 'Family', 'Fantasy', 'Comedy']",['Peter Hedges'],"['Peter Hedges', 'Ahmet Zappa']",105.0,2012-08-15
4836,the offspring,23.247999999999998,255728,1100000,1355728,1355728,['None'],[nan],[nan],,1987-09-04
4837,the oh in ohio,-87.03634,-4351817,5000000,418689,648183,['None'],[nan],[nan],,2006-07-14
4838,the omega code,76.08766666666666,5478312,7200000,12610552,12678312,['None'],[nan],[nan],,1999-10-15
4839,the omen,377.182336,94295584,25000000,54607383,119295584,['None'],[nan],[nan],,2006-06-06
4840,the one,48.34515510204081,23689126,49000000,43905746,72689126,['None'],[nan],[nan],,2001-11-02
4841,the oogieloves in the big balloon adventure,-94.67046500000001,-18934093,20000000,1065907,1065907,"['Family', 'Adventure', 'Fantasy']",['Matthew Diamond'],"['Carol Sweeney', 'Kenn Viselman', 'Alex J Greene', 'Scott Stabile']",88.0,2012-08-29
4842,the open road,-99.80284,-9980284,10000000,19716,19716,['None'],[nan],[nan],,2009-08-28
4843,the opposite sex,-98.47860606060605,-3249794,3300000,0,50206,['None'],[nan],[nan],,2015-01-20
4844,the order,-66.97215142857142,-23440253,35000000,7659747,11559747,['None'],[nan],[nan],,2003-09-05
4845,the original kings of comedy,1174.5446,35236338,3000000,38168022,38236338,['None'],[nan],[nan],,2000-08-18
4846,the other boleyn girl,95.674925,38269970,40000000,26814957,78269970,['None'],[nan],[nan],,2008-02-29
4847,the other dream team,-37.1112,-185556,500000,134109,314444,"['Documentary', 'Sport']",['Marius A. Markevicius'],"['Jon Weinbach', 'Marius A. Markevicius']",89.0,2012-09-28
4848,the other end of the line,-79.70216,-1992554,2500000,115504,507446,['None'],[nan],[nan],,2008-10-31
4849,the other guys,70.93647,70936470,100000000,119219978,170936470,"['Comedy', 'Action', 'Crime']",['Adam McKay'],"['Adam McKay', 'Chris Henchy']",107.0,2010-08-06
4850,the other side of heaven,-32.56612857142857,-2279629,7000000,4720371,4720371,['None'],[nan],[nan],,2001-12-14
4851,the other side of the door,158.10214,7905107,5000000,3000342,12905107,"['None', 'Horror']",['Johannes Roberts'],"['Ernest Riera', 'Johannes Roberts']",96.0,2016-03-04
4852,the other woman,387.7779825,155111193,40000000,83911193,195111193,"['Comedy', 'Romance']",['Nick Cassavetes'],['Melissa Stack'],109.0,2014-04-25
4853,the others,1122.147388235294,190765056,17000000,96522687,207765056,['None'],[nan],[nan],,2001-08-10
4854,the out of towners,-28.6397,-11455880,40000000,28544120,28544120,['None'],[nan],[nan],,1999-04-02
4855,the outrageous sophie tucker,-100.0,-500000,500000,0,0,['None'],[nan],[nan],,2015-07-24
4856,the outsiders,156.97646999999998,15697647,10000000,25697647,25697647,['None'],[nan],[nan],,1983-03-25
4857,the overnight,482.998,965996,200000,1109808,1165996,"['Comedy', 'Mystery']",['Patrick Brice'],['Patrick Brice'],79.0,2015-06-19
4858,the oxford murders,77.04131,7704131,10000000,4803,17704131,['None'],[nan],[nan],,2010-08-06
4859,the pacifier,253.58371428571428,142006880,56000000,113006880,198006880,['None'],[nan],[nan],,2005-03-04
4860,the painted veil,-22.068067010309278,-4281205,19400000,8060487,15118795,['None'],[nan],[nan],,2006-12-20
4861,the pallbearer,-29.295149999999996,-2343612,8000000,5656388,5656388,['None'],[nan],[nan],,1996-05-03
4862,the paperboy,-67.77869600000001,-8472337,12500000,677200,4027663,"['Drama', 'Crime', 'Thriller', 'Mystery']",['Lee Daniels'],"['Peter Dexter', 'Lee Daniels']",107.0,2012-10-05
4863,the party s over,-100.0,-1000000,1000000,0,0,['None'],[nan],[nan],,2003-10-24
4864,the passion of the christ,2389.3676960000003,597341924,25000000,370782930,622341924,['None'],[nan],[nan],,2004-02-25
4865,the past is a grotesque animal,-79.944,-79944,100000,20056,20056,"['None', 'Documentary', 'Biography', 'Music']",['Jason Miller'],"['Andrew Napier', 'Jason Miller']",77.0,2014-06-19
4866,the patriot,95.72727272727273,105300000,110000000,113330342,215300000,['None'],[nan],[nan],,2000-06-28
4867,the peacemaker,25.934736,12967368,50000000,41263140,62967368,['None'],[nan],[nan],,1997-09-26
4868,the peanuts movie,152.61778787878788,151091610,99000000,130178411,250091610,"['None', 'Animation', 'Adventure', 'Comedy']",['Steve Martino'],"['Charles M. Schulz', 'Cornelius Uliano', 'Bryan Schulz', 'Craig Schulz']",88.0,2015-11-06
4869,the pelican brief,317.76857555555557,142995859,45000000,100768056,187995859,['None'],[nan],[nan],,1993-12-17
4870,the perez family,-74.5994909090909,-8205944,11000000,2794056,2794056,['None'],[nan],[nan],,1995-05-12
4871,the perfect game,-68.549064,-8568633,12500000,1089445,3931367,"['Drama', 'Family', 'None']",[nan],[nan],,2010-04-16
4872,the perfect guy,234.8787,42278166,18000000,57027435,60278166,"['Drama', 'Crime', 'Thriller', 'Horror']",['David M. Rosenthal'],"['Tyger Williams', 'Alan B. McElroy']",100.0,2015-09-11
4873,the perfect host,-94.84129999999999,-948413,1000000,48764,51587,['None'],[nan],[nan],,2011-07-01
4874,the perfect man,95.35005,9535005,10000000,16535005,19535005,['None'],[nan],[nan],,2005-06-17
4875,the perfect match,103.641,5182050,5000000,9669521,10182050,"['Comedy', 'Romance']",['Bille Woodruff'],"['Dana Verde', 'Gary Hardwick', 'Brandon Broussard']",96.0,2016-03-11
4876,the perfect storm,173.926195,208711434,120000000,182618434,328711434,['None'],[nan],[nan],,2000-06-30
4877,the perfect wave,-100.0,-4000000,4000000,0,0,"['None', 'Adventure', 'Drama', 'Biography']",['Bruce Macdonald'],"['Billy Wood', 'William A. Wood III', 'Roger Hawkins']",94.0,2014-07-11
4878,the perks of being a wallflower,154.37925384615386,20069303,13000000,17742948,33069303,['Drama'],['Stephen Chbosky'],['Stephen Chbosky'],103.0,2012-09-21
4879,the pet,-100.0,-1000000,1000000,0,0,['None'],[nan],[nan],,2015-03-10
4880,the phantom,-61.73200222222223,-27779401,45000000,17220599,17220599,['None'],[nan],[nan],,1996-06-07
4881,the phantom of the opera,179.58191272727274,98770052,55000000,51225796,153770052,['None'],[nan],[nan],,2004-12-22
4882,the pianist,219.58337714285716,76854182,35000000,32519322,111854182,['None'],[nan],[nan],,2002-12-27
4883,the piano,473.8422428571429,33168957,7000000,40157856,40168957,['None'],[nan],[nan],,1993-11-12
4884,the pink panther,98.65809250000001,78926474,80000000,82226474,158926474,['None'],[nan],[nan],,2006-02-10
4885,the pirate,-20.10810810810811,-744000,3700000,2956000,2956000,['None'],[nan],[nan],,1948-05-20
4886,the pirates band of misfits,147.53382727272728,81143605,55000000,31051126,136143605,"['None', 'Animation', 'Adventure', 'Comedy']","['Peter Lord', 'Jeff Newitt']",['Gideon Defoe'],88.0,2012-04-27
4887,the pirates who don t do anything a veggietales movie,-11.67704,-1751556,15000000,12981269,13248444,['None'],[nan],[nan],,2008-01-11
4888,the place beyond the pines,213.40966,32011449,15000000,21403519,47011449,['None'],[nan],[nan],,2013-03-29
4889,the player,260.958775,20876702,8000000,21706101,28876702,['None'],[nan],[nan],,1992-04-10
4890,the players club,360.95878,18047939,5000000,23047939,23047939,['None'],[nan],[nan],,1998-04-08
4891,the pledge,-34.653040000000004,-15593868,45000000,19719930,29406132,['None'],[nan],[nan],,2001-01-19
4892,the poker house,-100.0,-1000000,1000000,0,0,['None'],[nan],[nan],,2009-07-17
4893,the polar express,83.15599235294118,141365187,170000000,187224605,311365187,['None'],[nan],[nan],,2004-11-10
4894,the possession,492.32188571428577,68925064,14000000,49130588,82925064,"['Horror', 'Thriller', 'Mystery']",['Ole Bornedal'],"['Juliet Snowden', 'Stiles White', 'Leslie Gornstein']",92.0,2012-08-31
4895,the possession of hannah grace,613.0897833333333,36785387,6000000,14836174,42785387,"['Drama', 'Horror', 'Thriller', 'Mystery']",['Diederik Van Rooijen'],['Brian Sieve'],86.0,2018-11-30
4896,the post,259.49775999999997,129748880,50000000,81903458,179748880,"['Drama', 'Biography', 'History']",['Steven Spielberg'],"['Josh Singer', 'Liz Hannah']",116.0,2017-12-22
4897,the postman,-73.94859625,-59158877,80000000,17650704,20841123,['None'],[nan],[nan],,1997-12-25
4898,the postman always rings twice,268.3333333333333,32200000,12000000,12200000,44200000,['None'],[nan],[nan],,1981-03-20
4899,the powerpuff girls,-34.297196,-8574299,25000000,11411644,16425701,['None'],[nan],[nan],,2002-07-03
4900,the predator,81.23586704545454,71487563,88000000,51024708,159487563,"['Action', 'Thriller', 'Adventure', 'Horror', 'Science Fiction', 'Sci-Fi']",['Shane Black'],"['Fred Dekker', 'Shane Black', 'Jim Thomas', 'John Thomas']",107.0,2018-09-14
4901,the prestige,161.018415,64407366,40000000,53089891,104407366,['None'],[nan],[nan],,2006-10-20
4902,the prince,-100.0,-18000000,18000000,0,0,"['Action', 'Thriller']",['Brian A. Miller'],"['Jeremy Passmore', 'Andre Fabrizio']",93.0,2014-08-22
4903,the prince me,-2.144143333333333,-643243,30000000,28165882,29356757,['None'],[nan],[nan],,2004-04-02
4904,the prince of egypt,264.35531333333336,158613188,60000000,101413188,218613188,['None'],[nan],[nan],,1998-12-18
4905,the prince of tides,149.29199666666665,44787599,30000000,74787599,74787599,['None'],[nan],[nan],,1991-12-25
4906,the princess and the frog,158.09274095238095,165997378,105000000,104400899,270997378,['None'],[nan],[nan],,2009-11-25
4907,the princess bride,105.73085333333334,15859628,15000000,30857000,30859628,['None'],[nan],[nan],,1987-09-25
4908,the princess diaries,451.1159133333333,135334774,30000000,108244774,165334774,['None'],[nan],[nan],,2001-08-03
4909,the princess diaries 2 royal engagement,171.26985555555555,77071435,45000000,95149435,122071435,['None'],[nan],[nan],,2004-08-11
4910,the prisoner of zenda,-44.0,-5500000,12500000,7000000,7000000,['None'],[nan],[nan],,1979-05-25
4911,the prodigy,229.82853333333333,13789712,6000000,14856291,19789712,"['None', 'Horror', 'Thriller']",['Nicholas McCarthy'],['Jeff Buhler'],92.0,2019-02-08
4912,the producers the movie musical,-26.77112222222222,-12047005,45000000,19398532,32952995,['None'],[nan],[nan],,2005-12-16
4913,the professor and the madman,-79.09106799999999,-19772767,25000000,0,5227233,"['None', 'Biography', 'Mystery', 'Drama']",['Farhad Safinia'],"['John Boorman', 'Farhad Safinia', 'Simon Winchester', 'Todd Komarnicki']",124.0,2019-05-10
4914,the promise,-88.27620333333334,-79448583,90000000,8224288,10551417,"['Drama', 'History', 'Comedy', 'Romance']","['Daniel Beard', 'Sophon Sakdaphisit', 'Candy J. Beard']","['Sopana Chaowiwatkul', 'Supalerk Ningsanond', 'Sophon Sakdaphisit', 'Candy J. Beard']",114.0,2017-04-21
4915,the proposal,686.7742925,274709717,40000000,163958031,314709717,['None'],[nan],[nan],,2009-06-19
4916,the proposition,-73.43195999999999,-14686392,20000000,1903434,5313608,['None'],[nan],[nan],,2006-05-05
4917,the puffy chair,1201.6933333333334,180254,15000,194523,195254,['None'],[nan],[nan],,2006-06-02
4918,the punisher,65.25386060606061,21533774,33000000,33664370,54533774,['None'],[nan],[nan],,2004-04-16
4919,the purge,2942.2193666666667,88266581,3000000,64473115,91266581,"['None', 'Horror', 'Thriller']",['James DeMonaco'],['James DeMonaco'],85.0,2013-06-07
4920,the purge anarchy,1139.2764555555555,102534881,9000000,71562550,111534881,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",['James DeMonaco'],['James DeMonaco'],103.0,2014-07-18
4921,the purge election year,1085.14727,108514727,10000000,79042440,118514727,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",['James DeMonaco'],['James DeMonaco'],108.0,2016-07-01
4922,the pursuit of d b cooper,-82.4653,-9895836,12000000,2104164,2104164,['None'],[nan],[nan],,1981-11-13
4923,the pursuit of happyness,458.7474418181818,252311093,55000000,162586036,307311093,['None'],[nan],[nan],,2006-12-15
4924,the queen,759.2391533333333,113885873,15000000,56441711,128885873,['None'],[nan],[nan],,2006-09-30
4925,the quick and the dead,-42.0235625,-13447540,32000000,18552460,18552460,['None'],[nan],[nan],,1995-02-10
4926,the quiet,-57.620000000000005,-518580,900000,381420,381420,['None'],[nan],[nan],,2006-08-25
4927,the quiet american,31.741015,6348203,20000000,12987647,26348203,['None'],[nan],[nan],,2002-11-22
4928,the r m,122.32300000000001,611615,500000,1111615,1111615,['None'],[nan],[nan],,2003-01-31
4929,the rage carrie 2,-15.427409523809525,-3239756,21000000,17760244,17760244,['None'],[nan],[nan],,1999-03-12
4930,the railway man,32.8345,5910210,18000000,4438438,23910210,"['Drama', 'None', 'History']",[nan],[nan],,2014-04-11
4931,the rainmaker,14.791922499999998,5916769,40000000,45916769,45916769,['None'],[nan],[nan],,1997-11-21
4932,the raven,17.699234615384615,4601801,26000000,16008272,30601801,"['Crime', 'Thriller', 'Mystery']",['James McTeigue'],"['Hannah Shakespeare', 'Ben Livingston']",110.0,2012-04-27
4933,the reader,247.58423076923077,80464875,32500000,34194407,112964875,['None'],[nan],[nan],,2008-12-10
4934,the real cancun,-4.5851500000000005,-183406,4000000,3816594,3816594,['None'],[nan],[nan],,2003-04-25
4935,the reaping,55.565535,22226214,40000000,25126214,62226214,['None'],[nan],[nan],,2007-04-05
4936,the reef,50.37867,5037867,10000000,0,15037867,"['None', 'Adventure', 'Horror', 'Drama']",['Andrew Traucki'],"['Andrew Traucki', 'James M. Vernon']",94.0,2010-12-31
4937,the relic,-43.40565333333333,-26043392,60000000,33956608,33956608,['None'],[nan],[nan],,1997-01-10
4938,the reluctant fundamentalist,-96.47512666666667,-14471269,15000000,528731,528731,['None'],[nan],[nan],,2013-04-26
4939,the remains of the day,326.3664533333333,48954968,15000000,22954968,63954968,['None'],[nan],[nan],,1993-11-05
4940,the replacement killers,-36.54753,-10964259,30000000,19035741,19035741,['None'],[nan],[nan],,1998-02-06
4941,the replacements,0.10902200000000001,54511,50000000,44737059,50054511,['None'],[nan],[nan],,2000-08-11
4942,the resurrection of gavin stone,15.1896,303792,2000000,2303792,2303792,"['Comedy', 'None', 'Drama']",[nan],[nan],,2017-01-20
4943,the return,-60.307426666666665,-9046114,15000000,501752,5953886,['None'],[nan],[nan],,2004-02-06
4944,the return of the living dead,255.947,10237880,4000000,14237880,14237880,['None'],[nan],[nan],,1985-08-16
4945,the return of the pink panther,736.6669400000001,36833347,5000000,41833347,41833347,['None'],[nan],[nan],,1975-05-16
4946,the revenant,294.7691125925926,397938302,135000000,183637894,532938302,"['Action', 'Western', 'Adventure', 'Biography', 'Drama']",['Alejandro G. Iñárritu'],"['Mark L. Smith', 'Michael Punke', 'Alejandro G. Iñárritu']",156.0,2015-12-25
4947,the rhythm section,-100.0,-50000000,50000000,0,0,['None'],[nan],[nan],,2019-11-22
4948,the ridges,-100.0,-17300,17300,0,0,"['None', 'Horror', 'Thriller', 'Drama']",['Brandon Landers'],['Brandon Landers'],89.0,2011-11-25
4949,the ridiculous 6,-100.0,-60000000,60000000,0,0,"['Comedy', 'Western']",['Frank Coraci'],"['Tim Herlihy', 'Adam Sandler']",119.0,2015-12-11
4950,the right stuff,-20.37037037037037,-5500000,27000000,21500000,21500000,['None'],[nan],[nan],,1983-10-21
4951,the ring,417.12184583333334,200218486,48000000,129094024,248218486,['None'],[nan],[nan],,2002-10-18
4952,the ring two,223.883454,111941727,50000000,75941727,161941727,['None'],[nan],[nan],,2005-03-18
4953,the rise and fall of miss thang,-95.99,-9599,10000,401,401,['None'],[nan],[nan],,2008-08-14
4954,the rise of the krays,-100.0,-2500000,2500000,0,0,['None'],[nan],[nan],,2016-02-02
4955,the rite,162.5513162162162,60143987,37000000,33047633,97143987,"['Drama', 'Thriller', 'Horror', 'Mystery']",['Mikael Håfström'],"['Michael Petroni', 'Matt Baglio']",114.0,2011-01-28
4956,the river wild,109.36666666666666,49215000,45000000,46815000,94215000,['None'],[nan],[nan],,1994-09-30
4957,the road,16.826928,4206732,25000000,8114270,29206732,['None'],[nan],[nan],,2009-11-25
4958,the road to el dorado,-30.842105263157894,-29300000,95000000,50802661,65700000,['None'],[nan],[nan],,2000-03-31
4959,the robe,620.16606,31008303,5000000,36000000,36008303,['None'],[nan],[nan],,1953-09-16
4960,the rock,348.0926813333333,261069511,75000000,134069511,336069511,['None'],[nan],[nan],,1996-06-07
4961,the rocker,-41.55108,-6232662,15000000,6409528,8767338,['None'],[nan],[nan],,2008-08-20
4962,the rocky horror picture show,34.66466666666667,415976,1200000,1414845,1615976,['None'],[nan],[nan],,1975-09-26
4963,the rookie,265.87052727272726,58491516,22000000,75600072,80491516,['None'],[nan],[nan],,2002-03-29
4964,the roommate,228.41066875,36545707,16000000,37300107,52545707,"['Drama', 'Thriller', 'Horror']",['Christian E. Christiansen'],['Sonny Mallhi'],91.0,2011-02-04
4965,the rose,243.52941176470586,20700000,8500000,29200000,29200000,['None'],[nan],[nan],,1979-11-07
4966,the rover,-62.585270588235296,-5319748,8500000,1109199,3180252,"['None', 'Action', 'Crime', 'Drama']",['David Michôd'],"['Joel Edgerton', 'David Michôd']",103.0,2014-06-13
4967,the royal tenenbaums,155.11027142857142,43430876,28000000,52353636,71430876,['None'],[nan],[nan],,2001-12-14
4968,the rugrats movie,403.19530357142855,112894685,28000000,100494685,140894685,['None'],[nan],[nan],,1998-11-20
4969,the ruins,-8.357747999999999,-2089437,25000000,17432844,22910563,['None'],[nan],[nan],,2008-04-04
4970,the rules of attraction,194.9765,7799060,4000000,6525762,11799060,['None'],[nan],[nan],,2002-10-11
4971,the rum diary,-52.122817777777776,-23455268,45000000,13109815,21544732,"['None', 'Drama', 'Comedy']",['Bruce Robinson'],"['Hunter S. Thompson', 'Bruce Robinson']",119.0,2011-10-28
4972,the runaways,-44.43545263157895,-4221368,9500000,3573673,5278632,"['Drama', 'Music', 'Biography']",['Floria Sigismondi'],"['Cherie Currie', 'Floria Sigismondi']",106.0,2010-03-19
4973,the rundown,-4.903655294117646,-4168107,85000000,47641743,80831893,['None'],[nan],[nan],,2003-09-26
4974,the running man,27.073333333333334,8122000,30000000,38122000,38122000,['None'],[nan],[nan],,1987-11-13
4975,the saint,88.22222222222223,79400000,90000000,61363304,169400000,['None'],[nan],[nan],,1997-04-04
4976,the salon,-90.72773333333333,-1360916,1500000,139084,139084,['None'],[nan],[nan],,2007-05-11
4977,the salton sea,-96.24056666666667,-17323302,18000000,676698,676698,['None'],[nan],[nan],,2002-04-26
4978,the santa clause,762.7272727272727,167800000,22000000,144833357,189800000,['None'],[nan],[nan],,1994-11-11
4979,the santa clause 2,165.88592923076925,107825854,65000000,139225854,172825854,['None'],[nan],[nan],,2002-11-01
4980,the sapphires,126.61155555555557,11395040,9000000,2450867,20395040,"['Comedy', 'None', 'Drama']",[nan],[nan],,2013-03-22
4981,the savages,18.244699999999998,1642023,9000000,6623082,10642023,['None'],[nan],[nan],,2007-11-28
4982,the scarlet letter,-79.281988,-39640994,50000000,10359006,10359006,['None'],[nan],[nan],,1995-10-13
4983,the score,66.97366323529413,45542091,68000000,71069884,113542091,['None'],[nan],[nan],,2001-07-13
4984,the scorpion king,176.48439,105890634,60000000,90580000,165890634,['None'],[nan],[nan],,2002-04-19
4985,the second best exotic marigold hotel,803.84306,80384306,10000000,33078266,90384306,"['Drama', 'Comedy']",['John Madden'],"['Ol Parker', 'John Madden']",122.0,2015-03-06
4986,the secret,-100.0,-3500000,3500000,0,0,['None'],[nan],[nan],,2006-10-01
4987,the secret life of bees,263.5849727272727,28994347,11000000,37780486,39994347,['None'],[nan],[nan],,2008-10-17
4988,the secret life of pets,1082.3340453333333,811750534,75000000,368384330,886750534,"['Comedy', 'Animation', 'Adventure', 'Family']","['Chris Renaud', 'Yarrow Cheney']","['Ken Daurio', 'Cinco Paul', 'Brian Lynch']",87.0,2016-07-08
4989,the secret life of pets 2,41.68937,33351496,80000000,63795655,113351496,"['None', 'Animation', 'Adventure', 'Comedy']","['Jonathan del Val', 'Chris Renaud']",['Brian Lynch'],86.0,2019-06-07
4990,the secret life of walter mitty,106.44086043956045,96861183,91000000,58236838,187861183,"['Comedy', 'Adventure', 'Fantasy', 'Drama']",['Ben Stiller'],"['Steve Conrad', 'James Thurber']",114.0,2013-12-25
4991,the secret of kells,-55.215037499999994,-4417203,8000000,690290,3582797,['None'],[nan],[nan],,2010-03-05
4992,the secrets of jonathan sperry,35.5079,355079,1000000,1355079,1355079,['None'],[nan],[nan],,2009-09-18
4993,the sentinel,30.134495,18080697,60000000,36280697,78080697,['None'],[nan],[nan],,2006-04-21
